"h10_g3","h10_g4","h10_g10","h10_g11","h10_eco9","h10_reg7","p1002_8aq1"
1,2003,0,2,,6,
1,1935,1,1,611,6,
2,1938,1,1,611,6,
2,2005,0,1,,6,
1,2010,0,1,,6,
1,1967,1,1,941,6,165
2,1971,1,1,930,6,6
2,1998,0,1,,6,
2,2002,0,1,,6,
2,1939,2,1,930,6,10
1,1956,1,1,521,6,
2,1956,1,1,,6,
1,1992,5,1,,6,
1,1995,5,2,,2,
1,1963,1,2,922,6,74
2,1969,1,2,941,6,56
1,1998,0,2,,6,
1,1925,1,2,611,6,
2,1938,1,2,,6,
2,1946,1,1,991,6,
1,1936,1,1,941,6,20
1,1972,1,1,311,7,473.7
2,1973,1,1,,7,
2,1996,5,1,,7,
2,1998,0,1,,7,
2,2004,0,1,,7,
1,2011,0,1,,7,
1,1940,1,1,611,6,
2,1943,1,1,611,6,
1,1936,1,1,611,6,
2,1940,1,1,611,6,
1,1940,1,2,611,6,
2,1947,1,2,930,6,148.14
2,1932,2,1,611,6,
2,1953,2,1,,6,
1,1977,5,1,521,6,236.6
1,1954,1,2,,6,
2,1964,1,2,,6,
2,1938,2,1,,6,
2,1973,5,1,,6,
1,1936,1,2,611,6,
2,1940,1,2,999,6,20
2,1929,2,1,,6,
2,1935,2,1,,6,
1,1983,5,2,254,5,200
1,1947,3,2,,5,
2,1969,4,1,442,5,189.6
2,1996,5,1,,5,
1,1965,1,1,799,5,
2,1967,1,1,151,5,
2,1994,5,1,,5,
2,1997,0,1,,5,
2,1973,3,2,941,5,192.58
2,1997,0,2,,5,
2,2000,0,2,,5,
1,1956,3,2,313,5,308.8
2,1988,5,2,421,5,175
2,1990,5,2,854,5,239.6
1,1952,2,1,271,5,
2,1982,5,1,,1,
2,1984,5,1,799,5,
1,1958,2,2,152,5,1666.66
2,1990,5,2,,5,
1,1993,5,2,,5,
1,1964,1,1,120,5,666.66
2,1969,1,1,252,5,533.33
2,1993,5,1,,5,
1,1957,1,2,254,5,
2,1961,1,1,254,5,
2,1989,5,2,,5,
1,1993,5,2,,5,
1,1946,1,1,248,5,160
2,1957,1,1,131,5,
1,1985,5,1,252,5,208.3
1,1958,1,2,441,5,
2,1959,1,2,442,5,
2,1983,5,1,252,1,328
2,1985,5,1,320,1,408
1,1994,5,2,,5,
1,1952,1,2,,5,
2,1954,1,2,,5,
1,1978,1,2,252,5,419.16
2,1980,1,2,252,5,360.8
2,1980,1,2,252,5,319.16
2,2007,0,2,,5,
1,1980,1,2,252,5,402.5
1,2009,0,2,,5,
2,2009,0,2,,5,
1,2011,0,2,,5,
1,1977,5,1,243,5,301.66
1,1960,5,1,,7,
1,1975,1,1,259,5,128
2,1974,1,2,252,5,413.9
1,2007,0,2,,5,
2,2010,0,2,,5,
1,1972,1,1,320,5,605.57
2,1976,1,1,320,5,497.19
2,2007,0,1,,5,
2,1943,1,1,,5,
1,2009,0,1,,5,
1,1974,1,1,231,5,421.3
2,1972,1,1,,5,
2,2005,0,1,,5,
1,2009,0,1,,5,
1,1954,1,1,,5,
2,1959,1,1,313,5,110
1,1980,1,1,221,2,833.3
1,1932,1,1,,5,
2,1931,1,1,,5,
2,1982,1,1,222,2,541.7
1,2014,0,1,,2,
1,1970,1,2,873,5,
2,1973,1,2,952,5,
2,1995,5,2,,5,
2,1999,0,2,,5,
1,1959,1,2,751,5,
2,1960,1,2,999,5,
2,1985,1,2,320,2,320
2,1995,5,2,,5,
2,1938,2,2,,5,
1,1982,1,2,235,2,425
1,2013,0,2,,2,
1,1950,1,2,611,5,
2,1952,1,1,710,5,118
2,1928,2,2,,5,
1,1985,5,2,510,5,180
2,1932,2,2,,5,
2,1934,2,1,,5,
1,1973,1,2,510,5,331.66
2,1978,1,2,,5,
1,1998,0,2,,5,
2,2001,0,2,,5,
1,2003,0,2,,5,
1,1960,1,2,613,5,
2,1964,1,2,421,5,70
1,1988,5,2,613,5,
2,1990,5,2,,5,
1,1994,5,2,,5,
1,1962,1,1,823,5,
2,1971,1,1,999,5,
1,1992,5,1,,5,
1,1974,1,2,743,5,281.25
2,1978,1,2,442,5,97.08
1,2004,0,2,,5,
1,2007,0,2,,5,
1,1937,1,1,,5,
2,1937,1,1,,5,
2,1936,2,1,,5,
1,1969,1,1,312,5,162.58
2,1975,1,1,421,5,300
1,2008,0,1,,5,
1,1927,2,2,,5,
1,1959,1,2,611,5,
2,1961,1,2,812,5,
1,1937,1,2,,5,
2,1941,1,2,,5,
1,1960,3,1,611,5,
2,1992,5,1,423,1,124
2,1995,5,2,999,2,
2,1937,2,1,,5,
1,1951,1,2,,5,
2,1957,1,1,611,5,
1,1956,1,2,942,5,153.33
2,1959,1,2,611,5,
1,1981,5,1,231,1,235
2,1942,2,2,,5,
1,1960,1,2,611,5,
2,1964,1,2,611,5,
1,1958,1,1,613,5,
2,1961,1,1,421,5,20
2,1983,1,2,,5,
1,1937,5,1,,5,
1,1985,5,1,239,5,300
1,1979,1,2,521,5,150
1,2012,0,2,,5,
1,1961,1,2,611,5,
2,1969,1,1,611,5,
1,1998,0,1,,5,
2,2001,0,1,,5,
2,1933,2,1,,2,
1,1965,1,1,841,2,250
2,1956,1,1,152,2,
1,1969,1,2,875,5,
2,1974,1,2,,5,
1,1998,0,2,442,5,
2,2001,0,2,,5,
1,1943,1,2,611,5,
2,1949,1,2,521,5,
1,1975,4,2,930,5,310
1,1925,2,2,,5,
2,1941,2,2,,5,
2,1945,2,2,,5,
1,1979,5,2,,5,
2,1928,2,2,,5,
2,1942,2,2,,5,
2,1930,2,2,,5,
1,1937,1,2,,5,
2,1941,1,2,,5,
1,1968,1,2,521,5,
2,1972,1,2,930,5,243.4
2,1996,5,2,,5,
2,1998,0,2,,5,
2,2002,0,2,,5,
1,1964,1,2,874,5,258.4
2,1973,1,2,930,5,235.4
2,1993,5,2,,5,
2,1994,5,2,,5,
2,1934,2,2,611,5,
1,1941,1,2,611,5,
2,1940,1,2,611,5,
1,1934,1,2,,5,
2,1939,1,1,,5,
1,1965,1,2,930,5,250
2,1964,1,2,930,5,90
2,1998,0,2,,5,
1,1947,2,2,,5,
1,1979,1,1,922,2,
2,1981,1,1,313,2,
1,2002,0,1,,2,
2,2008,0,1,,2,
1,1931,1,2,,5,
2,1934,1,2,,5,
1,1956,1,2,613,5,
2,1956,1,2,613,5,
1,1983,5,2,613,5,
1,1933,1,1,,5,
2,1935,1,1,,5,
2,1937,2,1,,5,
2,1942,2,2,611,5,
1,1966,3,2,,5,
2,1939,2,1,,5,
2,1935,2,1,,5,
1,1930,1,2,,5,
2,1940,1,1,,5,
2,1954,3,1,941,5,128.4
1,1996,5,2,,5,
1,1958,1,2,611,5,
2,1960,1,1,611,5,
2,1988,5,2,311,5,186.66
1,1935,1,2,611,5,
2,1936,1,2,611,5,
1,1978,5,2,930,5,566.66
1,1947,1,1,441,5,
2,1954,1,1,441,5,
2,1982,5,1,442,5,68.4
1,1979,5,1,442,5,68.4
1,1945,1,2,611,5,
2,1949,1,2,,5,
1,1971,3,2,139,5,316.6
2,1978,5,2,,5,
1,1947,3,1,,5,
1,1973,3,2,875,5,232
1,1958,1,2,910,5,148
2,1966,1,2,442,5,150
2,1996,5,2,,5,
1,1940,1,2,873,5,
2,1942,1,2,951,5,
2,1971,5,2,,5,
2,1974,2,2,530,5,238.88
2,2002,0,2,,5,
2,1960,3,2,521,5,140
1,1987,5,2,899,5,180
1,1972,1,1,312,7,525
2,1979,1,1,314,7,0
1,2004,0,1,,7,
2,2013,0,1,,7,
1,1962,1,1,942,7,165
2,1966,1,1,320,7,208.33
1,1990,5,2,530,7,260
1,1993,5,2,,7,
1,1972,1,2,235,7,675
2,1972,1,1,252,7,577.83
2,2004,0,1,,7,
2,2006,0,1,,7,
1,1952,1,1,942,7,122.58
2,1960,1,1,951,7,
2,1982,1,2,,5,
1,1983,1,2,821,7,312.91
1,1978,1,2,853,5,569
2,2007,0,2,,5,
1,2010,0,2,,5,
2,1985,1,2,312,7,188.76
1,2013,0,2,,7,
1,1974,1,1,312,7,575
2,1941,2,1,,7,
2,1980,1,1,,7,
2,2007,0,1,,7,
2,2008,0,1,,7,
1,1954,1,2,942,7,144.3
2,1962,1,1,930,7,197
2,1968,3,2,441,7,
2,1995,5,2,,7,
1,1996,5,2,,7,
1,1949,1,2,942,7,131
2,1952,1,2,951,7,56
2,1978,1,1,314,7,463.33
1,1980,1,2,761,5,280
2,1982,5,2,,5,
1,1977,1,1,151,7,333.33
2,1979,1,2,422,5,
2,2000,0,2,,5,
1,1946,1,2,,7,
2,1953,1,1,952,7,108
1,1979,1,2,252,6,353.25
2,1926,2,2,,7,
2,1984,1,2,252,6,334.33
1,1961,1,2,873,7,257.5
2,1968,1,2,941,7,150
2,1990,5,2,212,7,85
2,1992,5,2,442,5,211.25
1,1966,1,2,311,7,529.58
2,1971,1,1,252,7,417.33
2,2000,0,2,,7,
2,2008,0,2,,7,
1,1970,1,2,312,7,383.33
2,1975,1,2,,7,
1,2003,0,2,,7,
2,2004,0,2,,7,
2,1943,2,2,,7,
1,1942,1,2,921,7,46
2,1947,1,2,,7,
1,1952,2,2,,7,
2,1948,3,1,,5,
1,1941,1,1,873,7,162
2,1942,1,1,,7,
1,1974,5,1,,7,
1,1940,1,2,,7,
2,1947,1,1,951,7,74
1,1934,2,1,254,7,20
1,1945,1,1,611,7,
2,1946,1,1,611,7,
1,1938,2,2,613,7,
1,1969,3,1,930,2,266
2,1984,3,2,930,2,160
2,2006,0,2,,2,
2,2008,0,2,,2,
1,1949,1,2,611,7,
2,1957,1,2,611,7,
1,1979,1,2,821,7,625
2,1979,1,2,259,7,
2,2011,0,2,,7,
1,1944,1,2,611,7,
2,1952,1,2,611,7,
1,1934,1,2,611,7,
2,1935,1,2,611,7,
2,1939,2,1,611,7,
2,1933,2,2,611,7,
1,1954,1,2,611,7,
2,1957,1,2,611,7,
1,1952,1,2,611,7,
2,1955,1,2,611,7,
2,1988,5,2,930,7,307.25
2,1982,5,2,,7,
1,1947,1,2,611,7,
2,1953,1,2,611,7,
1,1991,5,2,239,7,216.33
1,1937,1,1,611,7,
2,1939,1,1,611,7,
1,1926,1,2,,7,
2,1938,1,2,,7,
1,1936,1,2,611,7,
2,1936,1,2,611,7,
1,1934,1,2,611,7,
2,1948,1,2,611,7,
1,1949,1,2,611,7,
2,1955,1,2,611,7,
1,1939,1,1,611,7,
2,1944,1,1,611,7,
1,1965,1,2,235,5,873
2,1971,1,1,951,5,120
2,1994,5,1,,5,
2,1997,0,1,,5,
1,1999,0,1,,5,
1,1956,5,2,613,7,
2,1925,2,2,,7,
1,1940,1,2,611,7,
2,1945,1,2,991,7,
2,1934,2,1,,7,
2,1943,2,2,,7,
1,1956,1,2,311,5,541.6
2,1961,1,2,422,5,
1,1986,5,2,243,5,208.3
1,1956,1,2,773,5,
2,1949,1,2,521,5,
2,1965,5,1,721,5,
1,1979,1,2,311,5,375
2,1981,1,2,311,5,358.33
2,2013,0,2,,5,
2,1974,1,2,312,5,153
1,1981,1,2,312,5,128
1,2007,0,2,,5,
1,2009,0,2,,5,
1,1966,1,1,311,5,424.33
2,1966,1,1,247,5,158.4
2,1996,5,1,,5,
2,1999,0,1,,5,
1,2000,0,1,,5,
1,1947,1,1,611,5,
2,1948,1,1,611,5,
1,1984,5,2,881,5,
2,1979,5,2,,5,
1,1964,1,1,773,5,
2,1965,1,1,530,5,300
1,1988,5,2,952,1,162.2
2,1992,5,2,422,5,130
2,1949,2,1,421,5,154.16
1,1952,1,2,611,5,
2,1958,1,2,611,5,
2,1979,5,2,313,5,183
2,1980,1,2,,5,
1,1979,1,2,854,5,566.66
2,2009,0,2,,5,
2,2012,0,2,,5,
1,1960,1,2,819,5,
2,1965,1,2,819,5,
1,1958,1,1,773,5,328
2,1960,1,1,721,5,120
1,1985,5,1,751,5,240.41
1,1952,1,2,710,5,
2,1958,1,2,710,5,
2,1986,1,1,247,5,244
1,1982,1,1,313,5,185
2,2011,0,1,,5,
1,1945,1,2,873,5,
2,1951,1,2,,5,
2,1942,2,1,941,5,20
1,1954,5,2,422,5,
2,1957,2,2,441,5,184
1,1978,1,2,510,5,169.5
2,1981,1,2,,5,
1,2005,0,2,,5,
1,2010,0,2,,5,
2,2014,0,2,,5,
1,1974,1,2,922,5,
2,1976,1,1,246,5,156.66
2,1999,0,2,,5,
1,2002,0,2,,5,
2,1940,2,2,941,5,20
2,1995,5,2,,5,
1,1979,5,2,231,5,282
1,1976,5,1,874,5,257
2,1936,2,1,153,5,20
1,1958,1,1,762,5,
2,1961,1,1,521,5,250
1,1983,5,1,,5,
1,1985,5,1,762,5,253
2,1932,2,1,,5,
1,1939,1,2,611,5,
2,1936,1,2,611,5,
2,1937,2,1,530,5,
1,1964,1,2,311,5,436.66
2,1966,1,2,530,5,147.33
1,1953,5,2,611,5,
1,1964,1,2,753,5,
2,1969,1,1,,5,
1,2007,0,2,,5,
2,1933,2,1,611,5,
1,1971,5,2,874,5,262
1,1934,2,2,,5,
1,1958,1,2,311,5,487.41
2,1963,1,1,159,5,
2,1990,5,1,,5,
1,1938,1,2,611,5,
2,1942,1,2,611,5,
1,1942,5,2,,5,
2,1934,2,1,,5,
1,1963,1,2,751,5,
2,1966,1,2,,5,
2,1994,5,2,,5,
1,1996,5,2,,5,
2,2003,0,2,,5,
1,1966,1,1,854,5,551.66
2,1970,1,1,,5,
2,1997,0,1,,5,
1,2000,0,1,,5,
1,1974,1,1,411,5,495.58
2,1975,1,1,311,5,359.16
2,2005,0,1,,5,
1,2008,0,1,,5,
1,1973,1,2,761,5,210
2,1971,1,2,243,5,484
1,2004,0,1,,5,
1,2006,0,1,,5,
2,1942,2,2,,5,
1,1975,1,2,312,5,431
2,1978,1,2,,5,
2,2006,0,2,,5,
1,2007,0,2,,5,
1,1976,1,2,252,5,416.6
2,1976,1,2,,5,
1,2005,0,2,,5,
1,2007,0,2,,5,
1,1968,1,2,312,5,370.91
2,1971,1,2,281,5,183.83
1,2007,0,2,,5,
1,1971,1,1,861,5,358.3
2,1975,1,1,510,5,300
1,2006,0,1,,5,
1,2008,0,1,,5,
1,1964,1,1,530,5,
2,1968,1,1,521,5,
2,1996,5,2,930,5,
1,1999,0,2,,5,
1,2002,0,2,,5,
1,1947,1,2,,5,
2,1956,1,2,,5,
2,1991,5,2,,5,
1,1942,1,1,611,5,
2,1949,1,1,611,5,
1,1979,1,2,611,5,
2,1981,1,2,,5,
1,2007,0,2,,5,
1,2012,0,2,,5,
1,2014,0,2,,5,
1,1932,1,1,611,5,
2,1938,1,1,611,5,
1,1941,1,1,611,5,
2,1940,1,1,611,5,
2,1931,2,2,611,5,
2,1974,2,1,,5,
2,1999,0,1,,5,
1,2000,0,1,,5,
2,1940,2,1,,5,
1,1954,1,2,611,5,
2,1960,1,2,611,5,
1,1926,1,1,,5,
2,1931,1,1,,5,
1,1953,1,2,611,5,
2,1959,1,2,930,5,
2,2010,0,2,,5,
2,1942,2,2,611,5,
2,1973,3,2,,5,
1,2003,0,2,,5,
2,1960,1,2,611,5,
1,1932,1,2,,5,
2,1932,1,2,,5,
1,1938,1,2,611,5,
2,1939,1,2,611,5,
2,1938,2,1,611,5,
2,1938,2,1,611,5,
1,1940,1,1,,5,
2,1943,1,1,,5,
1,1973,1,1,611,5,
2,1973,1,1,,5,
2,2000,0,1,,5,
1,2012,0,1,,5,
1,1933,1,1,,5,
2,1940,1,1,,5,
2,1934,2,2,,5,
2,1935,2,1,,5,
2,1952,2,1,,5,
2,1940,2,1,,1,
1,1973,1,1,922,5,
2,1974,1,1,399,5,
1,2000,0,1,,5,
2,2002,0,1,,5,
1,1945,1,1,611,5,
2,1951,1,1,951,5,88.4
1,1977,1,2,753,5,516.66
1,1979,5,2,791,5,412
2,1980,1,2,253,5,320
2,2010,0,2,,5,
2,2013,0,2,,5,
1,1954,1,1,521,5,
2,1955,1,1,521,5,
1,1929,1,1,,5,
2,1932,1,1,,5,
1,1935,1,2,611,5,
2,1934,1,2,,5,
2,1956,3,1,422,5,
1,1944,1,2,,5,
2,1944,1,2,,5,
1,1978,5,2,510,2,315
2,1939,2,2,530,5,
1,1965,5,2,,5,
1,1939,1,1,,5,
2,1939,1,1,,5,
1,1942,1,1,,5,
2,1953,1,1,,5,
1,1941,1,2,611,5,
2,1944,1,1,611,5,
1,1938,1,1,,5,
2,1937,1,1,,5,
2,1930,2,1,,5,
2,1933,2,1,,5,
1,1968,1,2,613,5,
2,1971,1,2,441,5,167.5
2,1995,5,2,,5,
2,1997,0,2,,5,
2,1926,2,2,,5,
1,1950,1,2,611,5,
2,1954,1,2,441,5,
2,1929,2,2,611,5,
1,1983,1,2,611,5,
2,1983,1,2,952,5,
2,2012,0,2,,5,
1,1937,1,1,611,5,
2,1942,1,1,611,5,
2,1973,3,1,,5,
1,1948,1,1,,5,
2,1952,1,1,951,5,50
1,1950,1,2,611,5,
2,1955,1,2,611,5,
1,1981,1,2,510,5,187
2,1985,1,2,313,2,221.8
2,1924,2,2,,5,
2,1982,1,2,259,5,155
1,2011,0,2,,5,
1,1981,1,2,313,2,366.6
2,2012,0,2,,2,
2,1951,2,1,,5,
1,1941,1,1,611,5,
2,1939,1,1,611,5,
2,1952,1,2,,5,
2,1981,3,2,314,5,115.41
2,2009,0,2,,5,
2,1932,2,2,,5,
1,1958,1,2,611,5,
2,1958,1,1,,5,
1,1943,1,1,,5,
2,1948,1,1,,5,
1,1954,1,1,613,5,
2,1960,1,1,613,5,
2,1937,2,1,,5,
1,1963,5,1,,5,
2,1928,2,1,,5,
2,1927,2,2,,5,
2,1938,2,1,,5,
2,1937,2,2,611,5,
2,1936,2,2,,5,
2,1928,2,2,,5,
1,1935,1,1,,5,
2,1934,1,1,,5,
1,1974,5,2,611,5,
2,1942,2,1,611,5,
2,1976,3,2,611,5,
1,1998,0,2,,5,
1,1933,1,2,611,5,
2,1940,1,2,530,5,
1,1943,1,1,611,5,
2,1947,1,1,611,5,
2,1939,2,2,611,5,
2,1930,2,2,611,5,
1,1937,1,2,611,5,
2,1942,1,2,,5,
1,1953,1,2,611,5,
2,1953,1,2,611,5,
1,1937,1,1,,5,
2,1944,1,1,611,5,
2,1920,2,1,,5,
1,1942,1,1,941,5,84.8
2,1945,1,1,611,5,
1,1945,1,2,611,5,
2,1944,1,2,611,5,
2,1933,2,2,,5,
2,1935,2,2,611,5,
1,1956,1,2,611,5,
2,1960,1,2,941,5,122.5
1,1940,1,2,611,5,
2,1941,1,2,611,5,
2,1939,2,1,611,5,
2,1942,2,2,611,5,
2,1938,2,2,,2,
1,1969,1,2,312,2,675
2,1974,1,2,,2,
2,2000,0,2,,2,
1,2002,0,2,,2,
1,1972,1,1,236,7,625
2,1971,1,1,,7,
2,1998,0,1,,7,
2,2000,0,1,,7,
1,2005,0,1,,7,
1,1972,1,2,235,5,691.6
2,1974,1,2,,5,
2,2000,0,2,,5,
2,2003,0,2,,5,
1,2012,0,2,,5,
1,1969,1,1,235,5,822.4
2,1971,1,1,399,5,155.4
2,1999,0,1,,5,
2,2001,0,1,,5,
1,1972,1,1,235,2,677.5
2,1972,1,1,254,2,60
1,2001,0,1,,2,
2,2005,0,1,,2,
1,1971,1,2,232,2,667.5
2,1973,1,2,,2,
1,1999,0,2,,2,
2,2002,0,2,,2,
1,1966,1,2,611,5,
2,1967,1,2,611,5,
2,1991,1,1,,5,
2,1994,5,2,,5,
1,1996,5,2,,5,
2,1939,2,2,,5,
1,1989,1,1,753,5,335.4
1,1939,1,1,611,5,
2,1948,1,1,611,5,
1,1968,1,1,773,5,470
2,1971,1,1,421,5,118.75
1,1999,0,1,,5,
1,2007,0,1,,5,
1,1947,1,2,611,5,
2,1954,1,1,611,5,
1,1980,1,2,873,5,
1,1982,1,2,930,5,221
2,1980,1,2,247,5,206
1,2009,0,2,,5,
1,2012,0,2,,5,
2,1983,1,2,,5,
2,2013,0,2,,5,
1,1946,1,1,611,5,
2,1951,1,1,,5,
1,1935,1,1,611,5,
2,1937,1,1,611,5,
1,1968,1,1,991,6,140.8
2,1975,1,1,930,6,170.3
2,1934,2,1,,6,
1,1945,1,2,941,5,
2,1952,1,2,951,5,28.4
1,1968,1,2,141,5,200
2,1971,1,2,422,5,
2,1992,5,2,442,1,162.6
1,1994,5,2,,5,
1,1970,1,2,873,5,
2,1977,1,2,,5,
1,2005,0,2,,5,
2,2008,0,2,,5,
1,1932,1,2,,5,
2,1938,1,1,611,5,
2,1998,0,2,,5,
1,2001,0,2,,5,
2,2003,0,2,,5,
1,1956,1,2,611,5,
2,1957,1,1,611,5,
1,1984,5,2,611,5,
2,1987,5,2,,5,
1,1958,1,1,,5,
2,1965,1,1,951,5,134.4
1,1998,0,1,,5,
2,1925,2,1,,5,
2,1996,5,1,521,5,
1,1959,3,1,,5,
1,1935,1,1,611,5,
2,1940,1,1,611,5,
1,1936,1,1,,5,
2,1937,1,1,,5,
1,1930,1,2,,5,
2,1936,1,1,,5,
1,1925,1,1,,5,
2,1929,1,1,,5,
2,1958,5,1,611,5,
2,1924,2,1,,5,
2,1925,2,1,611,5,
1,1944,1,2,,7,
2,1949,1,2,,7,
1,1967,1,2,320,7,407.2
2,1970,1,2,253,7,170.4
2,2003,0,2,,7,
2,2004,0,2,,7,
1,1964,1,1,312,7,766.6
2,1968,1,1,952,7,
1,1995,5,1,,7,
1,1941,1,1,,7,
2,1950,1,1,941,7,80.3
2,1975,3,2,,7,
1,1977,5,2,239,7,258.7
2,1997,0,2,,7,
2,1935,2,1,,7,
2,1941,2,1,,7,
1,1970,1,2,521,7,268.3
2,1974,1,1,254,7,82
2,1998,0,2,,7,
2,1999,0,2,,7,
1,2005,0,2,,7,
2,1943,2,1,,7,
2,1960,5,1,133,7,416.6
2,1932,1,1,,7,
1,1945,1,2,873,7,
2,1952,1,2,,7,
2,1977,1,1,311,7,191
1,1973,5,2,399,7,250
1,1976,1,1,311,7,341
2,2010,0,1,,7,
1,2011,0,1,,7,
1,1950,1,1,,7,
2,1953,1,1,442,7,
2,1978,3,1,953,7,137
2,2004,0,1,,7,
2,2006,0,1,,7,
1,1966,1,2,730,7,
2,1967,1,2,314,7,75
2,1993,5,2,,7,
2,1998,0,2,,7,
1,1999,0,2,,7,
1,1961,1,2,320,7,670.8
2,1965,1,2,,7,
2,1989,5,2,311,7,92
2,1993,5,2,,7,
2,1946,2,2,,7,
2,1944,2,1,,7,
2,2000,0,2,,7,
1,2006,0,2,,7,
1,1971,1,2,330,7,418.3
2,1975,1,2,252,7,0
2,2008,0,2,,7,
2,2010,0,2,,7,
1,1963,1,1,873,7,156
2,1963,1,1,253,7,
2,1993,5,1,,7,
1,1963,1,1,510,7,396.6
2,1968,1,1,246,7,133.3
2,1992,5,2,,7,
1,1974,1,1,151,5,845.83
2,1977,1,1,259,5,84.58
1,2001,0,1,,5,
2,2004,0,1,,5,
2,1936,2,1,941,7,20
1,1936,2,1,,7,
2,1936,6,1,,7,
1,1978,1,2,823,7,
2,1978,1,2,,7,
2,2010,0,2,,7,
2,2013,0,2,,7,
2,1968,3,1,442,7,146.5
2,1993,5,1,,7,
1,1997,0,1,,7,
2,1974,3,2,399,7,251.6
2,1997,0,2,,7,
1,2000,0,2,,7,
1,1968,3,1,611,7,
1,1997,0,1,,7,
1,2001,0,1,,7,
2,1942,2,1,,7,
1,1976,5,1,,7,
2,1939,2,1,,7,
1,1970,1,1,312,7,428.3
2,1974,1,1,,7,
2,2002,0,1,,7,
1,2004,0,1,,7,
1,2009,0,1,,7,
2,1948,4,2,930,7,
1,1944,1,2,,7,
2,1958,1,2,941,7,122.5
1,1967,1,2,312,7,955
2,1970,1,2,311,7,420.8
2,1997,0,2,,7,
1,2000,0,2,,7,
1,2002,0,2,,7,
2,1931,2,2,,7,
1,1951,3,1,854,7,
2,1942,2,2,,7,
1,1975,5,2,922,7,170
1,1938,1,1,,7,
2,1947,1,1,,7,
2,1996,5,2,,7,
1,1933,1,2,,7,
2,1937,1,2,,7,
1,1942,1,1,,7,
2,1950,1,1,,7,
2,1937,2,2,,7,
2,1934,2,1,,7,
1,1922,2,2,,7,
1,1961,5,2,,7,
1,1968,1,2,873,7,
2,1972,1,2,,7,
1,1995,5,2,,7,
2,1998,0,2,,7,
2,2001,0,2,,7,
2,1932,2,1,,7,
2,1986,1,1,,7,
1,1972,1,1,431,7,
1,1976,5,2,510,2,245
2,1980,1,2,521,7,
1,1981,1,2,863,7,326.6
1,2008,0,2,,7,
1,2010,0,2,,7,
2,1982,3,2,246,7,157.5
2,2006,0,2,,7,
1,2008,0,2,,7,
1,1977,1,2,311,7,328.8
2,1976,1,2,252,7,380
1,2008,0,2,,7,
2,2009,0,2,,7,
1,1958,1,2,841,7,
2,1956,1,2,,7,
1,1988,5,2,841,7,
1,1977,1,2,780,1,416.6
2,1984,1,2,243,1,350
1,2010,0,2,,1,
1,1946,1,2,941,1,103
2,1950,1,2,,1,
2,2012,0,2,,1,
1,1979,1,2,761,3,275
2,1981,1,2,,3,
1,2009,0,2,,3,
1,2012,0,2,,3,
2,1931,2,1,941,7,20
2,1958,1,2,,7,
1,1960,1,2,873,7,232.3
2,1964,3,2,442,7,80
2,1994,5,2,,7,
1,1988,5,2,910,7,
1,1976,1,2,284,5,202.08
2,1978,1,2,285,5,166.66
2,1959,3,2,,5,
1,2009,0,2,,5,
1,2013,0,2,,5,
1,1972,3,2,773,7,
2,1992,5,2,521,7,50
2,1942,2,1,,7,
2,1953,3,2,,4,
1,1969,1,2,761,7,
2,1979,1,2,521,7,105
2,2006,0,2,,7,
2,2008,0,2,,7,
1,1951,2,1,991,7,
2,1951,3,1,,1,
1,1950,3,2,941,7,
1,1938,1,1,,7,
2,1945,1,1,421,7,
1,1936,1,2,,7,
2,1935,1,2,,7,
2,1942,2,1,,7,
1,1972,5,2,832,7,296.1
1,1932,1,2,941,7,20
2,1941,1,2,,7,
2,1933,2,2,,7,
2,1943,2,2,,7,
1,1968,1,2,999,7,
2,1969,1,2,442,7,128.3
2,2012,0,2,,7,
1,1967,3,1,,7,
1,1945,1,2,,7,
2,1945,1,1,,7,
1,1949,1,2,,7,
2,1951,1,1,,7,
2,1987,5,2,,7,
2,1941,2,1,941,7,20
2,1943,2,1,,7,
1,1995,5,1,,7,
2,1997,0,1,,7,
1,2003,0,1,,7,
1,1965,1,1,312,7,377.5
2,1972,1,1,832,7,268.4
2,1979,5,2,313,7,139.3
1,1940,1,2,242,7,
2,1940,1,1,611,7,
2,2000,0,1,,7,
1,1970,3,2,874,7,145.6
2,1941,2,1,521,7,
1,1953,1,1,921,7,248.5
2,1958,1,1,429,7,
2,1925,2,1,,7,
1,1952,1,2,823,7,
2,1955,1,2,823,7,
1,1983,5,2,252,7,301.7
1,1984,1,2,272,1,608
2,1986,1,2,272,1,643.2
1,1960,1,1,521,7,
2,1965,1,1,521,7,
2,1989,5,1,314,7,137.3
1,1955,1,1,521,7,
2,1964,1,1,521,7,
2,1985,1,2,399,2,243.3
1,1983,1,2,862,2,658.5
2,2011,0,2,,2,
2,1932,2,2,,7,
2,1920,2,2,,7,
1,1957,1,2,873,7,
2,1960,1,2,442,7,
2,1930,2,1,,7,
1,1936,1,2,,7,
2,1940,1,2,,7,
2,1923,2,1,,7,
1,1931,1,2,521,7,
2,1936,1,2,,7,
1,1937,1,1,259,7,20
2,1941,1,1,,7,
1,1959,2,1,823,7,
1,1987,5,1,,7,
1,1985,5,2,521,1,217
2,1923,2,1,,7,
1,1946,1,1,611,7,
2,1954,1,1,611,7,
1,1930,1,2,,7,
2,1937,1,2,,7,
2,1947,2,2,,7,
1,1995,5,2,,7,
1,1955,1,2,131,7,708.3
2,1959,1,2,442,7,
2,1982,1,1,243,7,189
2,1985,3,2,930,7,126
